56180	29316
33490	16940
32096	-44448
27416	25217
68646	-32021
64922	25130
70947	-41693
67938	-37205
131775	-114203
122976	-31929
123642	-79570
128863	-79741
310163	-139926
285159	-198094
296314	-110571
322592	-233320
410445	-141960
413886	-271743
407945	-288906
391347	-229506
1026153	-510185
1025083	-515136
1029297	-444357
1002526	-393278
3229684	-1119906
3113791	-788168
3167811	-895704
3114868	-733645
11490894	-1541291
11897934	-1578294
11763937	-1664316
12031421	-1652119
18740714	-2089013
18903296	-1934208
18639943	-2229428
18405462	-2356163
69931149	-4811598
69722015	-4739387
69169487	-4717250
70590261	-4537267
298255549	-8722212
296417681	-9314968
295703001	-9845767
295608026	-8681447
1245553170	-17844628
1242463827	-18798446
1249669632	-18741474
1247490712	-18178610
1920536367	-22079522
1926410727	-22338561
1959138620	-22581384
1918476588	-22606313
7925228459	-45962292
8025490525	-45195405
8081676615	-47854708
8052921443	-46418161
48143219183	-92003321
53234330381	-94397064
55728665139	-88771991
40909217066	-93017025
266522578566	-186834082
263392765966	-185997521
259889003774	-182065015
264759559162	-180793224
445668564656	-230698391
443142106331	-230168572
446927346591	-231393935
445708159468	-231011693
